pos_img,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10
10_scroll.png,24,0,0,0,0,0,0,0,0,0
20_scroll.png,51,0,0,0,0,0,0,0,0,0
rob_i.png,240,0,0,0,0,0,0,0,0,0
sup_chest.png,40,0,0,0,0,0,0,0,0,0
tbow.png,25,0,0,0,0,0,0,0,0,0
hcx.png,35,0,0,0,0,0,0,0,0,0
onyxBox.png,56,0,0,0,0,0,0,0,0,0
ruby_box.png,37,0,0,0,0,0,0,0,0,0
e_orb.png,499,0,0,0,0,0,0,0,0,0
price_in_bills.png,0,0,0,0,0,0,0,0,0,0
